"hotel name","review title","review body","review date",contributions,"helpful vote","user name","user location",rating
"Courtyard by Marriott Philadelphia Airport","Fabulous ","Checked in late, starved to death!! Thomas suggested a delivery service that he enjoys and provided us with a menu!!!!! How great was that???? The room was CLEAN!! The bed was so comfy that I want to order one for home!!!! Great hotel, great staff,...","June 21, 2016",4,2,shannonlong,"Point Pleasant, WV",50
"Courtyard by Marriott Philadelphia Airport","Great Location, Good Service","Comfortable hotel, very close to the airport.  Efficient front desk and airport shuttle.  Only disappointment is that they charge registered guests $8.00 daily for unsecured parking.  Rooms are clean and comfortable.","June 17, 2016",527,93,patraveller2007,"Philadelphia, PA",40
"Courtyard by Marriott Philadelphia Airport","Wonderful Stay","This was a great place all around. We stay at a lot of hotels as we travel north about every couple months. By far I would return to this hotel, anytime we come back to this area. Room was amazing, clean, big and comfortable bed!...","June 2, 2016",30,17,"Jessica W","Venice, Florida",50
"Courtyard by Marriott Philadelphia Airport","""Great place to land""","We needed a hotel by the airport for a early morning flight and choose Courtyard because there is a consistency of service, cleanliness and comfort.  Having never stayed at this hotel, we were pleasantly surprised.  There was a slight back up checking in and then...","May 18, 2016",36,18,"Suzanne B","Phoenix, Arizona",50
"Courtyard by Marriott Philadelphia Airport","First rate location. Spotless and super friendly.","Three-night stay. Shuttle was fabulous, picked me up at airport after my one-day Sat. excursion to NYC. Food service excellent. CAREFUL: no lunch available. Breakfast and dinner quite delicious and attentively served.","May 18, 2016",58,10,ODYSSEUS-NC,"Boynton Beach, Florida",50
"Courtyard by Marriott Philadelphia Airport","In my time of need","Last Sunday I stayed at the hotel with my fiance. We were in town for a graduation and funeral. On Sunday my fiance left me because I was not feeling good. I had a horrible cold, but all of the sudden the room was spinning...","May 10, 2016",1,1,"April J",,50
"Courtyard by Marriott Philadelphia Airport","ALWAYS RELIABLE","We transferred from a terrible experience at another hotel chain to the familiar comfort of Courtyard close to the airport.  We were able to return the rental car and the hotel shuttle picked us up at the airport terminal for a clean and comfortable night...","May 8, 2016",40,4,Suncountry1,,50
"Courtyard by Marriott Philadelphia Airport","Comfortable and Close to Airport","Chose this hotel for an overnight due to an early morning flight. I found the room comfortable, quiet and clean, the staff friendly and willing to assist. The shuttle driver was friendly and full of local information for those from out of town. He explained...","May 1, 2016",178,33,"Joe L",,40
"Courtyard by Marriott Philadelphia Airport","Staff is very helful","Checked in late and staff were very helpful.  Even ordered food for us from some local place that stayed open late .  

Not much close by for restaurants if you don't have a vehicle.

Breakfast downstairs is about 15 bud from bacon and eggs with...","April 18, 2016",73,17,"Michael R","Sudbury, Canada",30
"Courtyard by Marriott Philadelphia Airport","Nice stay for a few says","My friends and I enjoyed a nice stay here for a few days. The lobby and rooms are modern and well kept. I love the location as we were very close to the airport with the noise of planes but also only 7-8 miles from...","April 10, 2016",129,145,MrsGway2,"Jacksonville, Florida",40
"Courtyard by Marriott Philadelphia Airport","Nice ","Really nice courtyard, a bit dated but very quite A/C works great. Nice lobby with pantry and really good bar, although a bit expensive, check in staff is very nice and attentive airport shuttle run great, onetime one bad thing the gym is very small...","April 9, 2016",17,8,hockeyguy24,"Chicago, Illinois",40
"Courtyard by Marriott Philadelphia Airport","Perfect for an early flight","I was greeted by a true professional -- she was courteous, helpful, and a lot of fun.  I wish I had gotten her name.  I arrived close to 9 pm and needed to leave at 6 am so asked her for a quiet room, which...","April 5, 2016",71,36,MissM13,"NC mtns",40
"Courtyard by Marriott Philadelphia Airport","A hotel with no hot water","Our family travels at least 4-6 times a year, both for vacations & for the kids' sporting events. I've usually had good experience with Marriott, but this one in Philadelphia, at the airport, didn't have hot water on our 2nd night. Now problems happen, the...","March 27, 2016",32,4,"Ron M",,10
"Courtyard by Marriott Philadelphia Airport","Just OK","I usually love Marriott hotels this failed to deliver. No good food. They gave me a pizza menu when I asked if they had food. Really??  I did get a suite..which seemed to be a regular room divided into 2 small rooms. i will never...","March 26, 2016",45,40,momlexijack,"Willow Grove, Pennsylvania",30
"Courtyard by Marriott Philadelphia Airport","Good rooms, Great customer service","I stayed at the Courtyard because of the proximity to the airport.  The front desk clerk was so kind & helpful!  The room seemed small, mainly due to large furniture pieces, but was adequate enough for the one night stay.  The bed was comfortable, with...","March 15, 2016",112,42,"PBA A","Tahlequah, Oklahoma",40
"Courtyard by Marriott Philadelphia Airport","Very nice and clean...obviously a new and refurbished room","Very nice, easy check in. Our room was obviously newly refurbished. We had a second floor room. Very comfortable bed, quiet and good amenities. Nice pool area, and bistro in lobby. We would definately stay here again.","February 28, 2016",3,2,cgdavis,"Newark, Delaware",50
"Courtyard by Marriott Philadelphia Airport","Stranded in the snow","My. Daughter and I had a wonderful 4 night stay while waiting out the storm. Staff and amenities were wonderful. Food in the Bistro was excellent. Beds are very comfy!  We spent a lot of time in the lobby. There was a large screen TV...","February 26, 2016",9,3,"Tanya D","Hanover, Pennsylvania",50
"Courtyard by Marriott Philadelphia Airport","Clean,professional and friendly!","Staying in town for several nights for business and was very pleased with my stay. The room was very clean and the staff were all professional and courteous. They have a great selection of food for breakfast, lunch and dinner. If in town again, I...","February 24, 2016",7,1,ajcsmomma,"Delaware Water Gap, Pennsylvania",50
"Courtyard by Marriott Philadelphia Airport","Very convenient!","I stayed here to make it easy to catch an early morning flight. Really happy I did. The check in was quick and the clerk pleasant and helpful. My room was typical Courtyard, although the love seat type chair was something I hadn't seen before...","February 21, 2016",233,105,tobique,"Philadelphia, Pennsylvania",40
"Courtyard by Marriott Philadelphia Airport","Not impressed ","Room was clean but small. Bathroom was clean with plenty of hot water. Pull out was twin size and uncomfortable with a thin rather dingy blanket. Our room was by the elevator which was very noisy. 
Paying for parking is just another way to nickel...","February 14, 2016",33,14,ksez1,"New England",30
"Courtyard by Marriott Philadelphia Airport","Friendly staff left and right. This place is great!","I had a very positive experience with this hotel this time around. I stayed here after working 11 hours and then driving an additional hour from NJ. Needless to say, I was exhausted, hungry, and kind of loopy. I just wanted to eat, sleep, then...","February 11, 2016",77,12,"Jake R","Salt Lake City, Utah",50
"Courtyard by Marriott Philadelphia Airport","Great place to stay while waiting out the Blizzard","We booked a room on a Friday evening so we were ready to go on a morning flight out of Philadelphia Airport the next day.  The price included parking for 7 days and transport to the airport.  

We ended up staying there an additional 2...","February 9, 2016",5,2,"Rita F","Shickshinny, United States",40
"Courtyard by Marriott Philadelphia Airport","Another Great Start","We always stay here the night before any early flight when we're traveling out of PHL. Like all Marriott properties, it's built for the professional biz traveler. It's run like that from every aspect... from check-in to the shuttle services.

We start our vacations here......","February 5, 2016",701,312,Hokie67,"Chestertown, Maryland",50
